Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:01:18.300,61,4.09223126496272e-08,2.466142134949223e-08,-3.091991018777662e-08,9.406358358887701e-09,-2.9802322387695312e-08,0.01611095666885376,0.17332519590854645,-4.457309898953099e-08,-1.3615935934296886e-08,2.548098620991368e-08,-2.791173692173743e-08,5.900859889607091e-08,0.01615750417113304,0.17353938519954681,0.027992820367217064,-0.0002615538251120597,0.019686812534928322,0.043918877840042114,0.0187237486243248,0.09631580114364624,0.0036598145961761475,0.0030338489450514317,0.00030968821374699473,0.18447768688201904,0.177967369556427,-7.738351996522397e-05,-0.001002428587526083,0.021640848368406296,0.021432876586914062,0.07823285460472107,0.08477117866277695,0.0035974252969026566,0.0072676045820117,0.02720891311764717,0.0211959108710289,-5.582012363447575e-06,0.000594570767134428,0.11703450977802277,0.11617311835289001,0.07058989256620407,0.06825197488069534,-0.0014068728778511286,-0.0012256097979843616,0.353842556476593,0.3128000795841217,0.3131798207759857,3.2979845855152234e-05,0.10348797589540482,0.11078399419784546,0.03214969485998154,0.03982754424214363,7.334165219585742e-11,-2.3338943222483977e-08,7.444992888849811e-08,-2.8852372935261883e-08,4.181638502132046e-08,2.3408793126122873e-08,-3.0361115843646758e-09,7.150694614210806e-08,-9.685754420729609e-10,3.453344277204451e-08
00:00:01:18.316,61,2.98023217215615e-10,1.2964010309701735e-08,-9.760260155644573e-09,-2.9057263262188826e-09,1.8812715829596982e-09,0.01724717766046524,0.17857635021209717,3.2596289556430236e-10,7.80448328185912e-09,1.6130506708122994e-08,-4.908069950460003e-09,1.3820827149402248e-08,0.01730932481586933,0.17879436910152435,0.02706286497414112,-2.3013577447272837e-05,0.019235221669077873,0.06105395406484604,0.018640346825122833,0.12420505285263062,0.0036415851209312677,0.003578948089852929,0.00016010990657377988,0.18332718312740326,0.17626957595348358,-0.00037298083771020174,-0.0011763739166781306,0.022188061848282814,0.021941926330327988,0.07287195324897766,0.07968001067638397,0.003068711841478944,0.008247893303632736,0.019070133566856384,0.017672574147582054,0.00014133418153505772,0.0007132936734706163,0.15384790301322937,0.15267807245254517,0.08232571929693222,0.07969824224710464,-0.0010947275441139936,-0.0009892380330711603,0.342560738325119,0.30406367778778076,0.3044215738773346,0.00035079673398286104,0.10438026487827301,0.11137478798627853,0.031140532344579697,0.039011482149362564,-6.612390079929753e-10,-1.0691582730260052e-08,2.0265579436795633e-08,-1.305714292243465e-08,-2.8684734587614003e-09,3.213062926832322e-09,9.778887033462524e-09,1.0570511577157049e-08,1.0319054055685228e-08,-1.2777745972414323e-08
00:00:01:19.333,61,4.3027101881421e-09,1.4510005641454882e-08,-1.1958182000171291e-08,-1.8533319323665864e-09,-1.2293458473422447e-09,0.0187555979937315,0.19633132219314575,-4.023313682210983e-09,5.941838132628163e-09,1.7620623182779127e-08,-7.175840366357988e-09,1.8421561165382627e-08,0.018842874094843864,0.19659848511219025,0.029826657846570015,0.00011345524399075657,0.021081939339637756,0.13191814720630646,0.01294193509966135,0.1616770327091217,0.004452345427125692,0.004503091797232628,6.66403429931961e-05,0.17729894816875458,0.17162232100963593,-0.0001775527052814141,-0.0009527432848699391,0.024016249924898148,0.02335704118013382,0.07066205143928528,0.0768459290266037,0.0021101259626448154,0.009612777270376682,0.003579346463084221,0.008314413018524647,0.00027390013565309346,0.0008096948149614036,0.2637823820114136,0.2623441219329834,0.10350257903337479,0.10205364227294922,-0.0013997862115502357,-0.0013129091821610928,0.3342195749282837,0.29373034834861755,0.2940550148487091,0.0007980234804563224,0.10051920264959335,0.10719557106494904,0.022769683972001076,0.031025229021906853,-5.972106142948519e-10,-1.2032687735086256e-08,2.61142858448693e-08,-1.4826655458932692e-08,1.695007134649984e-09,5.2852557885785245e-09,8.530914641369236e-09,1.67079274859816e-08,9.350478613612268e-09,-8.717178978656648e-09
00:00:01:21.350,61,5.107373013402139e-08,1.4752149724017727e-08,-2.6859343194018948e-08,1.535750904224642e-08,-3.9879232360817696e-08,0.01806027442216873,0.22567182779312134,-5.6251884927860374e-08,-2.6449560763808222e-08,1.1846423397798844e-08,-2.881977678725889e-08,5.686655768499804e-08,0.01816355437040329,0.22596487402915955,0.04224923998117447,0.0002247212833026424,0.024932794272899628,0.2055557817220688,0.0062010264955461025,0.17572833597660065,0.002549338387325406,0.0052435994148254395,-8.705254731466994e-05,0.17570656538009644,0.17187188565731049,-0.0003329551254864782,-0.0010085558751598,0.028766276314854622,0.027764050289988518,0.07679267972707748,0.08186528086662292,0.0008152675582095981,0.009667460806667805,-0.0006885629845783114,0.002160686766728759,0.0004954812466166914,0.0010351852979511023,0.4006761312484741,0.3980378806591034,0.12559884786605835,0.12549293041229248,-0.0011853862088173628,-0.0011530810734257102,0.3252977728843689,0.28790295124053955,0.2881825864315033,0.0007814510026946664,0.09479296952486038,0.10044374316930771,0.013989757746458054,0.021597957238554955,9.08039532454552e-10,-1.624226619867386e-08,6.943940888959332e-08,-2.0582229254273443e-08,5.725771146103398e-08,2.570217461084212e-08,-1.6335398811406776e-08,7.717870431633855e-08,-1.3876706006499262e-08,5.837529926111529e-08
00:00:01:22.366,61,5.644746181587834e-08,2.6933848928933912e-08,-3.734603382099522e-08,1.4593824815278822e-08,-4.223547733772648e-08,0.01792813464999199,0.2526571452617645,-6.103888239294974e-08,-2.2947787670091202e-08,2.6151537824148363e-08,-3.556255379066897e-08,7.363036047536298e-08,0.01803928054869175,0.2529689073562622,0.057893991470336914,0.00028615802875719965,0.028273848816752434,0.24477452039718628,0.0032834105659276247,0.15187083184719086,0.0015585649525746703,0.005743622314184904,-8.851042366586626e-05,0.18906459212303162,0.18598651885986328,-0.00015217065811157227,-0.0007655644440092146,0.03586319088935852,0.034489184617996216,0.09311632066965103,0.09646482765674591,0.0002508580801077187,0.009395557455718517,-0.000672485854011029,0.00028004750492982566,0.0005315335001796484,0.0011765006929636002,0.47458747029304504,0.47142547369003296,0.1376713365316391,0.13876527547836304,-0.0007632440538145602,-0.0007723659509792924,0.3191785216331482,0.2849152088165283,0.2851773798465729,0.0006111991824582219,0.09216878563165665,0.09740933775901794,0.010275375097990036,0.017824692651629448,4.726461999560172e-10,-2.6393681906711208e-08,9.249895782659223e-08,-3.2857059295565705e-08,6.059184443074628e-08,3.093155243050205e-08,-1.0058283983482852e-08,9.330921102446155e-08,-7.00354574334483e-09,5.364417887676609e-08
00:00:01:22.383,61,7.28759914636612e-08,2.9504299448035454e-08,-4.420056853859933e-08,2.0014121915323813e-08,-5.5385754649250885e-08,0.017482448369264603,0.2647179365158081,-7.924623446342594e-08,-3.2857059295565705e-08,2.7175993011496757e-08,-4.40515570687694e-08,8.96677363471099e-08,0.017598580569028854,0.2650373578071594,0.0686480700969696,0.0003972720296587795,0.03152812644839287,0.2619158625602722,0.0012747213477268815,0.12721043825149536,0.0002452558255754411,0.005633313674479723,-0.00011891857138834894,0.2078876942396164,0.2051810324192047,-0.00013698219845537096,-0.0006134796421974897,0.04247041046619415,0.04093977436423302,0.10656218230724335,0.10866981744766235,6.728649168508127e-05,0.00884954072535038,-0.00034707842860370874,-0.00041626006714068353,0.0005247110384516418,0.0012488209176808596,0.5129588842391968,0.5100244283676147,0.14693963527679443,0.14848734438419342,-0.0007952296873554587,-0.0008537423564121127,0.3142908811569214,0.2861137092113495,0.28635552525520325,0.0004203673452138901,0.09128893166780472,0.09645938128232956,0.009830392897129059,0.017316102981567383,8.81264006213911e-10,-2.9988587613161144e-08,1.1118128639964198e-07,-3.704801088133536e-08,7.940456470123536e-08,3.8670840751819924e-08,-1.685693895581153e-08,1.1647586006802157e-07,-1.3280660127179544e-08,7.487833642016994e-08
00:00:01:23.399,61,6.692484078030247e-08,1.672655258744271e-08,-3.324821662431532e-08,2.0666048428097383e-08,-5.2498652536314694e-08,0.016014104709029198,0.265682578086853,-7.374212174227068e-08,-3.6526472513287445e-08,1.2293457807288632e-08,-3.683846472313235e-08,7.19353536737799e-08,0.016133876517415047,0.2660064399242401,0.07406210154294968,0.0004259613633621484,0.033828627318143845,0.25062084197998047,0.0005842100363224745,0.10733642429113388,-1.5385150618385524e-05,0.005760867614299059,-0.00013159062655176967,0.23260343074798584,0.22898036241531372,-0.00010875523003051057,-0.0004903232911601663,0.04579062759876251,0.044377222657203674,0.10814867168664932,0.10941443592309952,-0.0001502645027358085,0.008311641402542591,-0.00025971175637096167,-0.0005791735602542758,0.0005293393041938543,0.001301892683841288,0.5298622250556946,0.5275124311447144,0.15417608618736267,0.1553783416748047,-0.0007504418608732522,-0.0008246421930380166,0.3141041100025177,0.28860852122306824,0.28885844349861145,0.00025691092014312744,0.09341935813426971,0.09859119355678558,0.012111945077776909,0.019860362634062767,1.3213139471446311e-09,-1.924112424944724e-08,8.676201446178311e-08,-2.4326146430553308e-08,7.556751313586574e-08,3.311084739721082e-08,-2.305954716064207e-08,9.904150033435144e-08,-2.0172446824062717e-08,7.946044178197553e-08
00:00:01:25.416,61,3.7541614261726863e-08,1.1473893835045601e-08,-2.0181760262971693e-08,1.1064112293013295e-08,-2.8973445864721725e-08,0.015449296683073044,0.26167935132980347,-4.126690456018878e-08,-1.9185245392350225e-08,9.87201964619544e-09,-2.1359882751426085e-08,4.25241886148342e-08,0.015568052418529987,0.2620052397251129,0.07741111516952515,0.0004911918076686561,0.03554469347000122,0.23021076619625092,0.00036659612669609487,0.09294965863227844,-0.00021160126198083162,0.00640521477907896,-0.0002056210651062429,0.24713186919689178,0.2415706217288971,-0.00015466987679246813,-0.0003566277155186981,0.048660144209861755,0.0472911037504673,0.10959287732839584,0.11001167446374893,-0.00026340840850025415,0.007930130697786808,0.0005518537946045399,-0.0008082789136096835,0.0007508782437071204,0.0014931238256394863,0.5293217301368713,0.5277178287506104,0.1573549062013626,0.15750335156917572,-0.0006205865647643805,-0.0007473859004676342,0.3140583038330078,0.2878827750682831,0.2881554365158081,0.00024644084624014795,0.09335916489362717,0.09773866832256317,0.010713322088122368,0.01773071475327015,6.286427489676782e-10,-1.2665987370041876e-08,5.237758315956853e-08,-1.5962868360475113e-08,4.220753879735639e-08,1.9192230027442747e-08,-1.128762949775819e-08,5.7285650001404065e-08,-9.648501553272126e-09,4.2282046308628196e-08
00:00:01:26.433,61,3.983266694262966e-08,2.086162576020456e-09,-1.3979152058141153e-08,1.4193355823977072e-08,-3.26521707449956e-08,0.015959657728672028,0.2570333778858185,-4.472211045936092e-08,-2.6933848928933912e-08,-2.4773181284132306e-09,-1.9171274345808342e-08,3.453344277204451e-08,0.0160629004240036,0.2573542296886444,0.07556009292602539,0.00046024430776014924,0.03649955242872238,0.2085547298192978,0.00048277530004270375,0.08476424962282181,-0.0006724941777065396,0.006946431938558817,-0.00012880150461569428,0.25526225566864014,0.24677468836307526,-0.00021276623010635376,-0.0002884101995732635,0.04933498427271843,0.04808363318443298,0.10680235177278519,0.10672153532505035,-0.0002369522990193218,0.007410664577037096,0.0014175790129229426,-0.0005028832238167524,0.001062252325937152,0.0017721080221235752,0.515564501285553,0.5141609311103821,0.15842990577220917,0.15738070011138916,-8.22946458356455e-05,-0.00025032044504769146,0.308445006608963,0.28649136424064636,0.28679072856903076,0.000159172632265836,0.09449627250432968,0.09777068346738815,0.011219091713428497,0.01722714677453041,1.1967494772946452e-09,-5.029141991741426e-09,4.028901301467158e-08,-6.68689592586702e-09,4.7348439835559475e-08,1.7958226905534502e-08,-1.9706785536754978e-08,5.303882133489424e-08,-1.844018626684374e-08,5.569308925146288e-08
00:00:01:26.449,61,3.0389056604462894e-08,-4.805624342907322e-09,-6.156042342553292e-09,1.2237578950191619e-08,-2.5918707180494494e-08,0.015911389142274857,0.25467944145202637,-3.472901966006248e-08,-2.4233013817820392e-08,-9.38773148106975e-09,-1.2475066313299976e-08,2.019107370188067e-08,0.016009682789444923,0.2549893856048584,0.06925541907548904,0.0004955040058121085,0.037579432129859924,0.17910397052764893,0.00037884421180933714,0.07986132800579071,-0.0008446145220659673,0.006812760606408119,-0.00019059212354477495,0.25920698046684265,0.2492314577102661,-0.0001304131728829816,-7.484167872462422e-05,0.049177080392837524,0.048113755881786346,0.09875022619962692,0.09938142448663712,-0.0003416818508412689,0.007511770818382502,0.0006200927309691906,-0.0003639596689026803,0.0010105419205501676,0.0016990876756608486,0.4790329039096832,0.4782510995864868,0.15764808654785156,0.15537454187870026,-0.00025058595929294825,-0.0004350235976744443,0.30287662148475647,0.28429755568504333,0.28459763526916504,0.00010442234633956105,0.09471073001623154,0.0977802649140358,0.012041114270687103,0.017847782000899315,1.2072268740226377e-09,1.0989605891964516e-09,2.2202730320941555e-08,6.519257911286047e-10,3.7979333455950837e-08,1.2323726039653593e-08,-1.9986181598596886e-08,3.592111141870191e-08,-1.8887222452690366e-08,4.883855453385877e-08
00:00:01:27.466,61,2.849847113850501e-08,5.215406329028838e-09,-1.2628734502584393e-08,9.22009313342187e-09,-2.2640451291522368e-08,0.016400732100009918,0.25320884585380554,-3.1739475048198074e-08,-1.6968696670005556e-08,2.9057263262188826e-09,-1.510139568949853e-08,2.8684734587614003e-08,0.01649278961122036,0.253512978553772,0.061501674354076385,0.0005056727677583694,0.03764060512185097,0.15582165122032166,0.00036615016870200634,0.08040027320384979,-0.0011389184510335326,0.006961010862141848,-0.0001949696015799418,0.2588840425014496,0.2474656105041504,-2.1545291019720025e-05,-0.00011867254943354055,0.04729728773236275,0.04644322395324707,0.08916962891817093,0.09069310128688812,-0.0005215635756030679,0.007901026867330074,-0.0006643900414928794,4.0650365917827e-06,0.0008267778321169317,0.0014661072054877877,0.4402844309806824,0.43952587246894836,0.15493369102478027,0.15164360404014587,-0.0007825717329978943,-0.0009526974172331393,0.29908111691474915,0.27959397435188293,0.27989453077316284,-6.13607480772771e-05,0.0967831015586853,0.09995678067207336,0.014119308441877365,0.01985750161111355,6.705522803684971e-10,-6.537884456037091e-09,3.4961850303716346e-08,-8.6054203762842e-09,3.3006070765395634e-08,1.377426084303579e-08,-1.1436640967588119e-08,4.097353567544815e-08,-1.0225921442952313e-08,3.617256894017373e-08
00:00:01:29.483,61,4.799105113306723e-08,3.3155083123403983e-09,-1.7397105978034233e-08,1.6922131251817518e-08,-3.910623647129796e-08,0.01721879653632641,0.25389158725738525,-5.3849070980049873e-08,-3.1758098373302346e-08,-2.1606683109354208e-09,-2.341344895739894e-08,4.2710453840300033e-08,0.017297610640525818,0.25420668721199036,0.05522311106324196,0.0005122395814396441,0.03771340474486351,0.1414337009191513,0.0002658157027326524,0.08294814825057983,-0.0008984255837276578,0.007263596169650555,-0.00019805916235782206,0.2572314441204071,0.24437245726585388,-1.4319121873995755e-05,-0.00010962277883663774,0.04441435635089874,0.04355265572667122,0.082089863717556,0.08483550697565079,-0.0003641658986452967,0.007856206968426704,-0.0012782254489138722,0.0003468148352112621,0.0005624000332318246,0.0011102667776867747,0.40884262323379517,0.40779244899749756,0.1529274582862854,0.14859309792518616,-0.0008481282275170088,-0.001025257515721023,0.29813912510871887,0.27543315291404724,0.2757442593574524,-4.5177490392234176e-05,0.09981802850961685,0.10282285511493683,0.017570549622178078,0.023065095767378807,1.369044211330106e-09,-6.798654972328677e-09,4.97885039862922e-08,-9.089708541409891e-09,5.6419523275508254e-08,2.170912871690689e-08,-2.3469329590852794e-08,6.443821121138171e-08,-2.130865972560514e-08,6.649643324863064e-08
00:00:01:29.500,61,-1.902692048361132e-08,8.214264823891426e-09,2.2351741291171123e-10,-8.968636500128468e-09,1.719221387475045e-08,0.018574953079223633,0.25209179520606995,2.2035091973293675e-08,1.816079020500183e-08,1.288950457478677e-08,6.021000586997616e-09,-7.450580596923828e-09,0.01864653453230858,0.2524246275424957,0.04874622821807861,0.0004658628604374826,0.03549746051430702,0.1274745911359787,-7.822364568710327e-05,0.08343221992254257,-0.0010683417785912752,0.006653257645666599,-0.0004237590474076569,0.25258931517601013,0.23934617638587952,-0.0003704673144966364,-0.00024405955628026277,0.04218164458870888,0.041407451033592224,0.07661886513233185,0.07978912442922592,-0.0005127805634401739,0.008115229196846485,-0.000739687355235219,0.0008047782466746867,0.0006488688522949815,0.0012007271870970726,0.3836689889431,0.3818169832229614,0.14462080597877502,0.13939982652664185,-0.0009915914852172136,-0.0011832925956696272,0.2934749126434326,0.27005329728126526,0.2703641653060913,8.41995351947844e-05,0.09977344423532486,0.1026214212179184,0.01711241714656353,0.02261939086019993,-1.0209624257129235e-09,-4.712492174263616e-09,-3.837048900834361e-09,-6.034970301271869e-09,-2.3804604509791716e-08,-6.037298660999113e-09,1.5962868360475113e-08,-1.8030405612989853e-08,1.5813856890645184e-08,-3.520399260992235e-08
00:00:01:30.516,61,-2.495944428915209e-08,1.490116086078075e-10,7.748603536583687e-09,-9.341165174703292e-09,2.071261384628542e-08,0.017643969506025314,0.2468159794807434,2.7790665768634426e-08,1.7434357957313296e-08,3.5762786065873797e-09,1.1632218743784506e-08,-2.052635039717643e-08,0.017726168036460876,0.2471228390932083,0.04275262728333473,0.0007649135659448802,0.03394392877817154,0.11490952223539352,-4.6533867134712636e-05,0.09249316900968552,-0.0004806184733752161,0.006343213375657797,-0.0004648359608836472,0.2432083636522293,0.2310728132724762,-0.0003854304668493569,-0.0006912559038028121,0.03936416283249855,0.038644663989543915,0.06698483228683472,0.07029274851083755,-0.0002246475196443498,0.007295823190361261,-0.0005536761600524187,0.0012360853143036366,0.00035352903068996966,0.0009374667424708605,0.3415687084197998,0.3404194712638855,0.1363791525363922,0.13088248670101166,-0.0007815659046173096,-0.0009808784816414118,0.2922329306602478,0.2680158317089081,0.26832446455955505,0.0002778438210953027,0.10112964361906052,0.10480137169361115,0.018964296206831932,0.024596843868494034,-7.916242106276172e-10,2.2351742678949904e-09,-2.147629807325302e-08,2.179294744664162e-09,-2.8423965403590046e-08,-1.0509975112427128e-08,1.337379185173404e-08,-3.186054442494424e-08,1.2610107624766442e-08,-3.5725534530683944e-08
00:00:01:31.533,61,-2.6719645163097994e-08,1.2293458473422447e-09,7.599592066753758e-09,-1.0281801188227746e-08,2.2370368668589435e-08,0.01622570864856243,0.24003036320209503,2.996064552007738e-08,1.9464641454192133e-08,5.327164931401285e-09,1.2055970444180275e-08,-2.086162531611535e-08,0.016283143311738968,0.24032475054264069,0.04063372313976288,0.000319529150146991,0.032745469361543655,0.09439393877983093,0.0008604219765402377,0.09315740317106247,-0.0009083819459192455,0.005740670021623373,-0.000363740895409137,0.230454221367836,0.21716642379760742,-1.3127624697517604e-05,-0.0005881345132365823,0.03787283971905708,0.03736330196261406,0.0670451670885086,0.07224126905202866,0.000276699080131948,0.006967301946133375,-0.00016491561837028712,0.0026858702767640352,-0.0001581877440912649,0.0004767085483763367,0.28265053033828735,0.28150925040245056,0.12886971235275269,0.12301760911941528,-0.0007154488703235984,-0.0007735455292277038,0.2893502116203308,0.258972704410553,0.2593245208263397,-7.707562326686457e-05,0.10011720657348633,0.10418207198381424,0.02003525197505951,0.0259032491594553,-9.022187441587448e-10,1.2852251485284683e-09,-2.134591348124104e-08,1.639127722441458e-09,-3.099441414633475e-08,-1.1019874790463291e-08,1.5031545785859635e-08,-3.3024697643213585e-08,1.415610295651959e-08,-3.967434025753391e-08
00:00:01:33.550,61,-4.714354773227569e-08,-1.272186622713889e-08,2.4139881205087477e-08,-1.4510005641454882e-08,3.6926941504589195e-08,0.017630793154239655,0.22776386141777039,5.162321059515307e-08,2.5052576901885004e-08,-9.38773148106975e-09,2.6458874202717197e-08,-5.189329499444284e-08,0.017687425017356873,0.22803469002246857,0.03600996732711792,0.0002508376492187381,0.02976207807660103,0.08130809664726257,0.0006195897003635764,0.09871681034564972,-0.0009476947598159313,0.005135372281074524,-0.00025389387155883014,0.2192113995552063,0.20745155215263367,-0.0004720920405816287,-0.001268546562641859,0.03515845164656639,0.03481845185160637,0.06043456867337227,0.06705508381128311,2.2310614440357313e-05,0.00734635628759861,0.0005253617418929935,0.003934961743652821,-3.169886622345075e-05,0.0006324124406091869,0.22988741099834442,0.2282942235469818,0.11561145633459091,0.11036533117294312,-0.00034864008193835616,-0.0003472405660431832,0.2777363955974579,0.2539271414279938,0.2542782723903656,-0.000368589157005772,0.10352986305952072,0.10879857838153839,0.03023959882557392,0.035948868840932846,-8.661300010537332e-10,1.4230608691434554e-08,-6.116926698496172e-08,1.752749057004621e-08,-5.13531261958633e-08,-2.3178291286285457e-08,1.5627593441536192e-08,-7.010064706491903e-08,1.3411044719191523e-08,-5.4538251248459346e-08
00:00:01:33.566,61,-3.408640480984104e-08,-1.3560057077199872e-08,2.0638108111370457e-08,-9.434297787436208e-09,2.609565896705135e-08,0.019691038876771927,0.20131880044937134,3.688037253368748e-08,1.527368986842248e-08,-1.2218952072373668e-08,2.0642765719003364e-08,-4.189088897987858e-08,0.019735435023903847,0.2015451192855835,0.032307110726833344,2.5937706595868804e-05,0.028804555535316467,0.06787914037704468,0.0010680797277018428,0.1131846159696579,-0.002136524999514222,0.004146717954427004,-0.00012016041000606492,0.21445724368095398,0.20540596544742584,-0.0008564773015677929,-0.0015314164338633418,0.031747981905937195,0.03160780295729637,0.0528014674782753,0.060089144855737686,-0.00031690477044321597,0.006910471245646477,0.0025018956512212753,0.008551486767828465,-0.0002609239600133151,0.0004998958320356905,0.18687337636947632,0.18509723246097565,0.11975114792585373,0.11556185036897659,-0.00020046174176968634,-9.259164653485641e-05,0.26142922043800354,0.2454492598772049,0.24579490721225739,-0.0007454329752363265,0.11236917227506638,0.11870516091585159,0.04714803397655487,0.05483590066432953,-3.958121053138086e-10,1.3820827149402248e-08,-5.0514938010337573e-08,1.687556583362948e-08,-3.609806142890193e-08,-1.7811544239521027e-08,8.046627364421965e-09,-5.394220181642595e-08,6.388872986207161e-09,-3.4943223425898395e-08
00:00:01:34.583,61,-1.5478581971706262e-08,6.0722231687293515e-09,6.332993573998635e-10,-7.133930779446018e-09,1.4118850089062107e-08,0.021271992474794388,0.14670908451080322,1.7723069234421018e-08,1.4342367293807001e-08,9.499490083442197e-09,5.117617440930644e-09,-6.742775227053244e-09,0.02131870947778225,0.14685414731502533,0.027954235672950745,-0.00016461759514641017,0.026479143649339676,0.04796435311436653,0.002373454626649618,0.11866304278373718,0.0012463080929592252,0.003240058431401849,0.00011194361286470667,0.2108878195285797,0.20445403456687927,-0.0007148426957428455,-0.001087241224013269,0.026388613507151604,0.02645283378660679,0.04149128869175911,0.048336103558540344,-0.00039862678386271,0.006626231130212545,0.019957244396209717,0.024251271039247513,0.00027282521477900445,0.0011652328539639711,0.1416872888803482,0.14026899635791779,0.12189299613237381,0.11873112618923187,-0.0002592220844235271,-9.512156248092651e-05,0.237583726644516,0.23222364485263824,0.23255915939807892,-0.0010450002737343311,0.12017495930194855,0.12799754738807678,0.06972677260637283,0.0795086920261383,-7.788185096835321e-10,-3.390014269299968e-09,-4.61936000561991e-09,-4.060566549668465e-09,-1.9706785536754978e-08,-5.33647837031026e-09,1.288950457478677e-08,-1.5329568725519493e-08,1.2516975012033527e-08,-2.7641654298804497e-08
00:00:01:36.600,61,2.628192241616034e-08,1.4137476966880058e-08,-1.8700957227224535e-08,6.398185981026927e-09,-1.912936653525321e-08,0.023386547341942787,0.08846741914749146,-2.879649407816487e-08,-1.0002404238207419e-08,1.4379620161264484e-08,-1.7322600243119268e-08,3.626569977654981e-08,0.023438429459929466,0.08852403610944748,0.025464681908488274,-0.00020591072097886354,0.023736203089356422,0.034252334386110306,0.00378285045735538,0.11772744357585907,0.00756032345816493,0.0013910993002355099,0.00021100914455018938,0.2153768539428711,0.21112096309661865,-0.0006211045547388494,-0.0010102710220962763,0.023587411269545555,0.02388325147330761,0.04043112322688103,0.04683408886194229,-9.343922101834323e-06,0.0062356553971767426,0.045294638723134995,0.04579184576869011,0.0013319631107151508,0.0023903758265078068,0.11101848632097244,0.11123303323984146,0.12678462266921997,0.1248849481344223,-0.0005009656888432801,-0.0003282737743575126,0.22247974574565887,0.21718677878379822,0.2175084352493286,-0.0012145366054028273,0.13090772926807404,0.14076949656009674,0.08900651335716248,0.10196441411972046,1.350417694334638e-10,-1.3653188801754368e-08,4.552304844196442e-08,-1.6912817812908543e-08,2.7026981541666828e-08,1.4591496011462368e-08,-3.1292437530083816e-09,4.48897488070088e-08,-1.7881393032936899e-09,2.417713318436654e-08
00:00:01:37.616,61,2.883840366507684e-08,3.613531696089467e-09,-1.170672447869947e-08,9.844079329468514e-09,-2.3106112578830107e-08,0.028524314984679222,0.07637311518192291,-3.259629011154175e-08,-1.829117479701381e-08,1.0617077217389692e-09,-1.4817342020023716e-08,2.7492642828974567e-08,0.02859456092119217,0.07639549672603607,0.023199548944830894,-0.00014338750042952597,0.02165079116821289,0.02503097616136074,0.005028162617236376,0.1111888587474823,0.014926922507584095,-0.0002712719142436981,0.0002578703570179641,0.21849405765533447,0.2162025421857834,-0.0006574153667315841,-0.0010139596415683627,0.02094993181526661,0.021613266319036484,0.03922346606850624,0.044958509504795074,0.0007496906328015029,0.005476408172398806,0.06646418571472168,0.06364493817090988,0.003106753807514906,0.004218826070427895,0.09290198981761932,0.09411890804767609,0.12885892391204834,0.1281188428401947,-0.0006199053023010492,-0.0004937613266520202,0.20663943886756897,0.20680516958236694,0.20708702504634857,-0.0009835613891482353,0.13648535311222076,0.14871205389499664,0.10329917818307877,0.11872401088476181,7.427297665785204e-10,-5.606561881421612e-09,3.214925570205196e-08,-6.910413574701124e-09,3.2810493877377667e-08,1.314096120808017e-08,-1.2442469277118562e-08,3.993511299427155e-08,-1.1473893835045601e-08,3.8929282908384266e-08
00:00:01:37.633,61,4.614237525402132e-08,1.9185245392350225e-08,-2.8358773107584057e-08,1.250766246130297e-08,-3.483146571170437e-08,0.03062785230576992,0.05936524271965027,-5.048699591725381e-08,-2.086162531611535e-08,1.7583369427143225e-08,-2.8251669448309258e-08,5.749985731995366e-08,0.030706845223903656,0.05936030298471451,0.02216450683772564,-9.713988401927054e-05,0.020787488669157028,0.020836299285292625,0.0051992363296449184,0.108029305934906,0.019575998187065125,-0.0006100976606830955,0.0003260465746279806,0.2184341549873352,0.2165517956018448,-0.000721197749953717,-0.0011216944549232721,0.019244534894824028,0.01998843625187874,0.04056243970990181,0.04611092060804367,0.0007762196473777294,0.004533727653324604,0.07467279583215714,0.07024307548999786,0.004090412054210901,0.005107426084578037,0.08379783481359482,0.08546648174524307,0.127182736992836,0.12663359940052032,-0.0006258083740249276,-0.0005301465280354023,0.20753344893455505,0.20357242226600647,0.20385196805000305,-0.000778933463152498,0.140419602394104,0.15296831727027893,0.10944370925426483,0.12507665157318115,5.157198557093068e-10,-1.9501895209828035e-08,7.089227693768407e-08,-2.3934990878160534e-08,4.895962746331861e-08,2.4200417669817398e-08,-9.927898503292454e-09,7.390510603499933e-08,-7.916241884231567e-09,4.809349718470912e-08
